id,modularity_class
2,1
1,1
3,1
4,1
5,1
6,0
7,1
8,0
9,1
10,1
11,0
12,0
13,1
14,0
15,1
16,1
17,1
18,0
19,0
20,1
21,1
22,0
23,1
24,1
25,0
26,1
27,1
28,1
29,1
30,0
31,0
32,0
33,1
34,1
35,1
36,0
37,1
38,1
39,0
40,0
41,1
42,0
43,1
44,1
45,0
46,1
47,1
48,0
49,1
50,0
51,0
52,1
53,0
54,1
55,1
56,1
57,1
58,0
59,0
60,1
61,0
62,0
63,0
64,0
65,0
66,1
67,0
68,0
69,0
70,0
71,1
72,1
73,0
74,1
75,1
76,0
77,1
78,1
79,1
80,1
81,1
82,1
83,1
84,1
85,0
86,1
87,0
88,0
89,0
90,1
91,1
92,1
93,0
94,1
95,0
96,1
97,1
98,0
99,0
100,0
101,1
102,1
103,0
104,1
105,1
106,1
107,0
108,1
109,0
110,0
111,1
112,1
113,0
114,1
115,0
116,1
117,0
118,1
119,1
120,1
121,0
122,0
123,1
124,0
125,1
126,1
127,0
128,1
129,1
130,0
131,1
132,0
133,0
134,1
135,0
136,1
137,1
138,1
139,0
140,1
141,1
142,0
143,0
144,1
145,0
146,1
147,1
148,1
149,1
150,1
151,0
152,1
153,1
154,0
155,1
156,1
157,0
158,1
159,1
160,1
161,0
162,1
163,1
164,0
165,0
166,0
167,1
168,0
169,0
170,1
171,0
172,1
173,1
174,1
175,1
176,1
177,0
178,1
179,1
180,1
181,1
182,0
183,1
184,0
185,1
186,0
187,0
188,1
189,0
190,1
191,1
192,1
193,1
194,0
195,1
196,1
197,1
198,0
199,1
200,1
201,1
202,1
203,1
204,1
205,1
206,1
207,1
208,1
209,1
210,1
211,1
212,0
213,0
214,0
215,0
216,1
217,1
218,0
219,0
220,1
221,0
222,1
223,0
224,0
225,0
226,0
227,1
228,0
229,1
230,0
231,1
232,1
233,0
234,1
235,0
236,0
237,1
238,1
239,1
240,1
241,0
242,1
243,1
244,1
245,0
246,0
247,0
248,0
249,0
250,0
251,1
252,1
253,1
254,1
255,0
256,1
257,0
258,0
259,0
260,0
261,1
262,0
263,1
264,0
265,0
266,1
267,0
268,0
269,1
270,1
271,1
272,1
273,0
274,1
275,0
276,1
277,1
278,1
279,1
280,0
281,0
282,1
283,1
284,1
285,0
286,0
287,1
288,0
289,0
290,0
291,1
292,0
293,1
294,1
295,1
296,0
297,0
298,1
299,0
300,0
301,1
302,1
303,0
304,1
305,1
306,0
307,1
308,1
309,1
310,1
311,1
312,1
313,1
314,1
315,1
316,0
317,1
318,1
319,1
320,0
321,1
322,1
323,1
324,1
325,0
326,0
327,1
328,0
329,0
330,1
331,0
332,1
333,0
334,1
335,0
336,1
337,0
338,0
339,0
340,1
341,0
342,1
343,0
344,0
345,1
346,1
347,1
348,1
349,0
350,0
351,0
352,0
353,0
354,0
355,1
356,0
357,1
358,1
359,0
360,0
361,0
362,0
363,1
364,0
365,1
366,0
367,0
368,1
369,0
370,1
371,0
372,1
373,1
374,1
375,1
376,0
377,1
378,0
379,1
380,0
381,1
